Flow_Rate,Nozzle_Temperature,Suction_Pressure,Discharge_Power,Flow_Temperature,Anomaly
5.5506948278389014,3.9157083325455853,2.954723580380526,3.101976790856366,0.0,0
6.20472088573805,3.74365478071445,3.2668555253706217,3.5773658329746993,0.0,0
5.112671171788089,4.248774386192381,3.0066897811811635,2.9405743244110107,0.0,0
5.795921892719225,4.159700611801512,3.154457209436132,3.3527848681124195,0.0,0
6.106458840135694,4.16864334276217,3.3148560355238375,3.712538552128549,0.0,0
5.529687735936224,4.1739657284069045,2.9565413558614853,3.339347144689558,0.0,0
5.317742161109271,3.7590661098645026,3.141664170707336,2.905080066378529,0.0,0
5.553560023757598,3.767864363641739,3.048225428203426,3.277126655257828,0.0,0
5.705086541974354,4.046436229213181,3.149823969956947,3.150056500173863,0.0,0
6.178600171843075,4.488587876626181,3.3406832557244024,3.25473065641898,0.0,0
5.712270120815066,3.8902835128900297,3.264751739337253,3.335342520397706,0.0,0
6.543585526537923,4.365445220623895,3.324241575422331,3.340145000227058,0.0,0
5.909358167307235,4.111250751697697,3.3114648087500385,3.1751067829978044,0.0,0
6.901415430698773,4.043590578884014,3.524778848486684,4.332579910389876,0.0,0
5.713071325571092,3.8466982281430786,3.0979462377496665,2.9997189236929653,0.0,0
5.417396510697007,4.0194140407045325,3.093609378884411,2.995587658308027,0.0,0
5.456837627127388,3.499410054408478,3.089648572580685,3.136417105192243,0.0,0
5.280275995058035,3.7888643155449095,3.015037621698096,2.8500659632416165,0.0,0
6.461061198297684,4.7483801255474045,3.4880149335480244,3.556673778725147,0.0,0
5.890907078498205,3.852361421223662,3.2929741447403558,3.362936672103254,0.0,0
5.958053365168988,4.320288647106315,3.3001095987717406,3.4551866253872845,0.0,0
6.417421397122146,4.239490211902454,3.474783165395134,3.635239083140077,0.0,0
6.356659295824401,4.71537753859501,3.4624693289277713,3.711754526401909,0.0,0
5.993603232009455,4.062493921913394,3.1276235124634373,3.2367005217869598,0.0,0
5.660002633108576,4.763623398837213,3.3434429441285065,3.2837925696179244,0.0,0
6.203705697664224,4.4063619007840655,3.393637039690861,3.283358292834634,0.0,0
5.694776611307929,4.236274167869727,3.0390398333276467,3.1702923741227016,0.0,0
5.585071452795185,4.118161382296533,3.258430118364226,3.332304707443915,0.0,0
5.216850232895815,4.186336450842372,3.1480554507536413,2.8409566961821757,0.0,0
6.049098007930681,3.9182151840814816,3.2373479145253494,3.190758685929825,0.0,0
6.328455361016304,4.652689407095403,3.3984435983361116,4.128649071414407,0.0,0
4.98039129575412,3.455758837961714,2.78332027443093,2.901399188284798,0.0,0
5.298655714734034,3.8163715905892888,3.005566684371746,2.95398297175573,0.0,0
6.034652199499449,4.59568108797724,3.2760062325659134,3.3891367708836424,0.0,0
5.543648485321773,3.7288789514437024,3.088576144731161,2.9189166434848266,0.0,0
6.252347547346201,4.368556900323885,3.1786917266403365,3.3125440208004506,0.0,0
5.806669777355469,3.9582953072378078,3.207903264604372,3.3467393721567986,0.0,0
6.773157069878724,4.218514219425479,3.533029051807355,3.5558860446021257,0.0,0
6.144702778817373,4.395290429709362,3.3120472335301128,3.48272177921746,0.0,0
6.157025465642152,4.538532853437069,3.348936004211634,3.7365309014697368,0.0,0
5.641183060768754,4.04019765846417,3.3050727596206935,3.0864846313680765,0.0,0
6.076723646976058,4.2696565525475245,3.327496976340886,3.386457394972131,0.0,0
5.779421077781403,4.281030434048179,3.153686071224426,3.4172584155770003,0.0,0
5.398549441525325,3.8886639857660983,2.9646760630320315,3.1564934573457797,0.0,0
6.314470687910108,4.01271982726939,3.3938549232133703,3.662816326929432,0.0,0
6.505836430856799,4.634539445554549,3.344664722689873,3.48598251367024,0.0,0
5.855022900868858,4.390827640343948,3.1286531299093214,3.4246878656858,0.0,0
6.551505629607789,3.9664912684664833,3.508935466427027,4.087689007218691,0.0,0
6.229358919167719,3.957800409612249,3.1003166314257773,3.457562775333566,0.0,0
5.7407447864557275,3.9707657425670653,3.2805773828758613,3.13894737967593,0.0,0
5.306328084982128,4.352151317321866,3.2422914385489627,3.265835858820568,0.0,0
5.68705848196231,3.972309735935049,3.1007359839283084,3.1540471485868538,0.0,0
6.055809028799951,4.265053546132763,3.2919436296840847,3.261401531760249,0.0,0
5.429521081521841,3.958655692896634,3.3083161810023376,3.3722896829890274,0.0,0
5.412093489285449,4.030752626602245,2.9714192068030463,2.971993201943973,0.0,0
6.234896340262579,4.4770057253297075,3.4435606615629037,3.3144483370937405,0.0,0
5.930696477055992,4.091679115425986,3.465926954961942,3.985053210564863,0.0,0
6.151292471778545,3.7674312963116763,3.341887680542204,3.165261760414984,0.0,0
5.449901201300837,4.742207696596208,3.121349109455,3.3393798642722023,0.0,0
6.700357297056225,3.8883154948338268,3.4264745311623352,3.573652790666898,0.0,0
5.843542422473486,3.520674681398237,3.077061630799127,2.988547723278742,0.0,0
6.229018492019197,4.648859212178509,3.3176113754221705,3.5100873844218814,0.0,0
6.142608497926704,4.098023208701281,3.5780253864154736,3.200882112831225,0.0,0
6.707868182521672,5.0245183836749465,3.531741233547874,3.5960921002706425,0.0,0
6.591948856568936,4.289771476030642,3.6467803576235522,3.7335054573645903,0.0,0
6.5435754135237865,4.359133043920976,3.563149134450045,3.8236714636862152,0.0,0
5.32923236196059,4.177132928930479,3.202450636825219,3.0056886814575634,0.0,0
6.170627724403767,4.357633000859686,3.6136141160516257,3.3334757213555966,0.0,0
6.241832951996041,4.376999448837753,3.5831518889956997,3.2213948931018987,0.0,0
6.259609675655688,4.352012142004957,3.382631498672945,3.3400128703494403,0.0,0
6.0606046180518245,4.107141665440791,3.3045380979622085,3.6938800332069794,0.0,0
5.5922147289789725,4.1542492313765615,3.1023758552861653,3.137121886259085,0.0,0
5.949708850607856,3.7881708886990935,3.2462802392063326,3.3804110958022098,0.0,0
5.884087926046718,4.418363298642897,3.239632226441803,4.147120060938887,0.0,0
5.989828339001203,3.518327134456863,2.9794698637784727,3.292189669478335,0.0,0
6.064578876388922,3.8981360986907396,3.1824590146563656,3.129590120999822,0.0,0
5.120539849690551,3.9860877763118348,2.826104929658607,3.197381010009221,0.0,0
5.710321639959382,3.7045394610212337,3.0605460309590775,3.151576908503687,0.0,0
6.588526054953997,4.2827880839000185,3.2937958807610186,3.3958155415883384,0.0,0
5.6756751701937365,3.9904779139762816,3.2315427656119633,3.2677165440426994,0.0,0
6.43226718542855,4.245701056107723,3.616655483181536,3.5214221036533524,0.0,0
6.830455840929314,4.807814269563637,3.521719877462549,3.56628758285428,0.0,0
5.852564106712776,4.106450909282482,3.095526119929656,3.8291503436884873,0.0,0
5.903900796436608,3.9482902260721784,3.1469156877696367,2.959121160234461,0.0,0
5.47940521927919,4.080111998717478,3.0643743991464665,3.0670908444993112,0.0,0
5.747728750282488,4.146699235236143,3.114868451171253,3.1716128110805486,0.0,0
5.957818611193704,4.690552662570518,3.2704619718653922,3.2619218295160706,0.0,0
6.318709320643326,3.8650389607690347,3.366761482642648,3.590207824342232,0.0,0
5.785870390053572,3.9836280918869216,3.278799552071582,3.173971976933318,10.0,0
6.4414235328778116,4.742827876595615,3.4557757288392295,3.6547510514818433,10.0,0
5.60433104282537,3.542569424464105,3.110732655096433,3.018683165116452,10.0,0
5.846959115816763,4.120886328864478,3.127408205326161,3.222103866175151,10.0,0
5.991662967552859,3.9675389153990475,3.4636822505353306,3.5681406854140745,10.0,0
5.106376405973112,3.9369028375104436,2.9389955659819345,2.8459931853946596,10.0,0
5.9704568435404735,4.259062332131555,3.413600714245896,3.489543124777886,10.0,0
6.170544524986645,4.4923343271077645,3.4373809917056084,3.8616764627499394,10.0,0
5.841108291069899,4.235950994517913,3.2711295762461714,3.343280488711028,10.0,0
5.546510293427251,4.3142141354925005,3.104920243715021,3.1872036069219267,10.0,0
6.073264486966079,3.9633507707448037,3.3933591232213236,3.3310550098400173,10.0,0
5.202240716853354,3.912201628715238,3.05284117239537,3.19749764958742,10.0,0
5.797241895619258,3.6852473192240165,3.2230096820221856,3.4603784795495844,10.0,0
5.945927982882922,4.251440404280486,3.3489816768771408,3.102923731499754,10.0,0
5.503248233513036,4.2826110909159505,3.0765833476452356,3.116339536420703,10.0,0
6.807314224270398,4.015899248814038,3.645419073218016,4.136397416355861,10.0,0
6.583415793211661,4.634793251269689,3.2816298649343256,3.463401484147501,10.0,0
5.1698653442295965,4.141056152802627,2.9833507149503813,3.076004938993096,10.0,0
5.333580218051794,4.50344476072297,2.8987037422822617,3.3464918190896733,10.0,0
6.440885620520967,4.1226289935452956,3.366848298165893,3.455969176855522,10.0,0
6.1310420832997625,4.29207319554391,3.1672002716150964,3.3990848368361224,10.0,0
6.693495547390965,4.128206648436417,3.348268709448968,3.775349296778847,10.0,0
6.619934715096555,4.062099207260262,3.4602964001259044,3.6476878294942785,10.0,0
5.889675525209834,4.698544880420581,3.3086790628469362,3.3919289005352216,10.0,0
5.660390780051226,4.190202036003606,3.08836536461836,4.127151902331609,10.0,0
5.7794128661209605,3.9454561146869604,3.0429675097394333,3.1598161686323913,10.0,0
6.049247434964911,4.746256566640939,3.3211551212682893,3.2087519685154713,10.0,0
5.728977539611582,3.531921186005726,3.1129153736466666,3.45092741452691,10.0,0
5.77766204280218,3.831770476258941,3.0723251738814636,3.0240393778572785,10.0,0
6.296961081945199,4.280795642643932,3.21352057148482,3.5513883948055547,10.0,0
6.7405754467077275,3.6533896147865628,3.450741895025472,3.392697439070318,10.0,0
6.56783129990733,4.491033278807456,3.3490492904741873,3.684373008141425,10.0,0
6.806552658866924,4.458831367556574,3.6401117148346684,4.1577370485641145,10.0,0
5.903850650719881,4.184722428892946,3.2892201242982897,3.6369903702237663,10.0,0
5.5346290273349386,4.325426111402642,3.115506580398283,3.2857273508666616,10.0,0
5.170334168079171,4.41967646439131,3.046146077799871,3.22252533043554,10.0,0
5.925537683661532,4.337768778516252,3.1967126338501206,3.4466821428074472,10.0,0
5.825788656563318,4.4664118295785835,3.0721004289966367,3.1659844146635363,10.0,0
6.516211511954945,4.481570446304491,3.532185165188551,3.713659904777214,10.0,0
5.54273244018525,3.8515408791900505,2.995605259784362,2.981738345148048,10.0,0
5.7615348140392895,4.0000233843843205,3.182991235930311,3.183909383579923,10.0,0
6.692757374606324,4.8302164869045185,3.75808425001355,4.2326222546763335,10.0,0
5.921472736117616,4.183507941613116,3.318003075763341,3.198659605747784,10.0,0
5.532222115950917,3.815428961852606,3.0486943159924516,3.1520080957560337,10.0,0
5.960483983101582,4.741245079390792,3.1630009912580257,3.553236437461098,10.0,0
6.367635536515783,3.9813527559113697,3.2406449764430487,3.4549511142400906,10.0,0
5.754369176282843,5.069198054996378,3.148179595746243,3.648161983140746,10.0,0
5.890943879996058,4.287152523859088,3.2675570071312077,3.3556248458685443,10.0,0
6.365952618194263,4.386516151062497,3.42840689682229,3.492365187461006,10.0,0
6.4642264954183055,4.279701754502973,3.478211349412818,3.649116131114175,10.0,0
6.724134336499916,4.198634476993989,3.509350161370568,3.931476477450136,10.0,0
5.748686717199292,3.911177478800716,3.1861806921957907,3.1064628180119582,10.0,0
5.570624304970058,4.087054342025985,3.0953126765851025,3.1054033389475855,10.0,0
6.3102364873847625,4.579473448943954,3.5525815048680136,3.449497000797001,10.0,0
5.011168638322655,3.9095782786217055,2.8252667604002153,2.8094207579342267,10.0,0
6.1070915808507165,3.781075113190227,3.1653376635337467,3.529550211687677,10.0,0
5.313623873953156,3.921797196733983,2.9420672471208524,2.9307321688216903,10.0,0
5.966807733661092,4.498632787855478,3.1747541242290005,3.4741236664058137,10.0,0
6.720843281626934,4.021072540321377,3.513400535727109,3.9582421063308484,10.0,0
6.580500343034893,4.646752860138334,3.265293975848344,3.981637442513596,10.0,0
6.11997002127351,3.744677462250213,3.316040461148404,3.4692590494186373,10.0,0
5.348863502005315,4.116126783262522,2.897009058871284,3.2634223045402524,10.0,0
6.729983157923995,4.503838543291488,3.5428515873583364,3.8063227861602646,10.0,0
5.339543391122633,4.042528050654936,2.9048045060222853,3.0759912291720735,10.0,0
6.519129262100024,3.9743555937408286,3.3469644696470273,3.7787899219137278,10.0,0
5.81979024472219,4.458598784303093,3.0848974926178436,3.346348066206565,10.0,0
6.298087538345045,4.533582650541779,3.309798882970517,3.4596398797248864,10.0,0
6.8358257747309334,4.252787947352035,3.318539913665056,4.5427111525918935,10.0,0
6.179056244115004,3.764340456462715,3.1420361751724646,3.403733766408946,10.0,0
6.391289791518751,4.438215518184894,3.474298218341286,3.2418172118627067,10.0,0
5.919509217381347,3.7654673470618376,3.0602065412935215,3.43505176257076,10.0,0
6.449434038450097,3.8412468444999934,3.1957282971936714,3.3697992662937675,10.0,0
6.609504051379781,4.91508449018631,3.389284048621544,3.907656483892406,10.0,0
5.803501357473867,3.6235886931279664,3.1253877487451582,3.308583920779462,10.0,0
5.97015322993396,4.212263300320434,3.2500228291646054,3.458314789630732,10.0,0
6.109642522909821,4.427374431726215,3.3685725812034377,3.434614536901504,10.0,0
5.804695924097176,4.276253355498271,3.2775141526673157,3.5082867899565247,10.0,0
5.491013739739055,3.5515420731160754,3.0579142708245284,3.085333979134058,10.0,0
5.92215128005497,4.2381169145982875,3.203260365319239,3.2487487631751026,10.0,0
5.878116833506996,3.877388358688136,3.2179483069611803,3.2781559779886633,10.0,0
5.54390260037229,3.79555089454007,2.8752137261952906,2.9502608099993965,10.0,0
6.533119845136912,4.4026155052846105,3.769711503161942,3.6652325012109417,10.0,0
5.473634243506237,3.921358450017027,3.061267165898061,2.964019622509382,10.0,0
6.477643229261894,4.286437400377818,3.4629413250612164,3.187345959627495,10.0,0
6.393604590029568,4.6636072393103305,3.740665648316259,4.530363429409313,10.0,0
5.9754389714669935,3.848493631472622,2.9882539515723763,3.3498529385878113,10.0,0
6.113706723776487,3.79989338360134,3.17697138046296,3.3364884634098044,10.0,0
5.735605406497876,4.601501145447976,3.213330260014041,3.4178384115835194,10.0,0
5.756429207722954,3.9971655875269905,3.223417694002408,3.4613458455610635,10.0,0
5.8361161136661055,4.238467562090196,3.1232857080367085,3.36207367218142,10.0,0
6.307517230577815,3.917535642826944,3.5250517097067844,3.5398429123985706,10.0,0
5.292899223426257,4.0402235288526205,3.0794479188882584,3.148126114017555,10.0,0
6.401989458632681,3.94267351242871,3.4202272644249,3.4991528561320453,20.0,0
6.761889571684064,4.819169925852141,3.5320551836246805,3.6083231083711773,20.0,0
